MODEL,CONSTRUCTION_LEVEL,DATE END,REMARKS,NQ,COST CENTER,TYPE_AUDIT_DESC,PART_DESC,DEF_DESC,Cluster,REMARKS_Column1_Similarity
RWD,Serie,20-Mar-23,Multiple scratches on interior dome lamp.,3,TR3ST6,CPA,"Cover, dome lamp",Kratzer,Multiple scratches on interior dome lamp.,1
RWD,Serie,20-Mar-23,Scratches on the left front cup holder.,1,PACST3,CPA,"Cup holder, front",Kratzer,Scratches on the left front cup holder.,1
RWD,Serie,17-Mar-23,Minor scratch on instrument panel in the center.,1,PACST4,CPA,Instrument panel,Kratzer,Minor scratch on instrument panel in the center.,1
RWD,Serie,20-Apr-23,Front inside left door panel scratched.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,1
RWD,Serie,10-Apr-23,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,1,TR2ST1,CPA,"Sidewall, right",Kratzer,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,1
RWD,Serie,17-Mar-23,Parking brake cover scratched.,1,TR3ST3,CPA,"Cover, handle, parking brake lever",Kratzer,Parking brake cover scratched.,1
RWD,Serie,17-Mar-23,Front inside left door panel scratched.,3,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,1
RWD,Serie,17-Mar-23,Scratch on left rear bumper end piece.,1,TR4ST6,CPA,Bumper end piece,Kratzer,Scratch on left rear bumper end piece.,1
RWD,Serie,11-Apr-23,Cockpit overhead console scratched.,1,TR3ST6,CPA,"Interior lamp/overhead control panel, front",Kratzer,Cockpit overhead console scratched.,1
RWD,Serie,11-Apr-23,Scratch on radiator grille above emblem.,1,CHAST6,CPA,Radiator grille,Kratzer,Scratch on radiator grille above emblem.,1
RWD,Serie,11-Apr-23,Front left instrument cluster scratched near housing glass.,1,PACST3,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,1
RWD,Serie,16-Mar-23,Rear right interior wheel well scratched at the bottom.,1,TR1ST3,CPA,"Wheel well, rear, inner, right",Kratzer,Rear right interior wheel well scratched at the bottom.,1
RWD,Serie,15-Mar-23,Scratches on rear of right side sliding door by main door lock assembly.,3,SDPA,CPA,"Sliding door, right",Kratzer,Scratches on rear of right side sliding door by main door lock assembly.,1
RWD,Serie,19-Apr-23,Center of dash scratched in front of storage tray.,3,PACST2,CPA,Instrument panel,Kratzer,Center of dash scratched in front of storage tray.,1
RWD,Serie,19-Apr-23,Multiple scratches on the passenger seat base.,1,TR4ST8,CPA,"Seat base, front seat, right",Kratzer,Multiple scratches on the passenger seat base.,1
RWD,Serie,10-Apr-23,Scratch on sliding door entrance step.,1,TR2ST6,CPA,"Cover, entrance, sliding door, right",Kratzer,Scratch on sliding door entrance step.,1
RWD,Serie,28-Mar-23,Interior high roof is scratched between the motion sensor and the D64 partition wall.,3,OPTST1,CPA,High roof,Kratzer,Interior high roof is scratched between the motion sensor and the D64 partition wall.,1
RWD,Serie,27-Mar-23,Lower sliding door carriage scratched.,1,TR3ST2,CPA,"Carriage, lower, sliding door, right",Kratzer,Lower sliding door carriage scratched.,1
RWD,Serie,15-Mar-23,Front left instrument cluster scratched near housing glass.,1,PACST3,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,1
RWD,Serie,15-Mar-23,Protective strip on front left door scratched.,1,FDPA2,CPA,"Protective strip, front door, left",Kratzer,Protective strip on front left door scratched.,1
RWD,Serie,19-Apr-23,Grab handle at right side sliding door scratched.,3,TR4ST7,CPA,"Grab handle, entrance, sliding door, right",Kratzer,Grab handle at right side sliding door scratched.,1
RWD,Serie,6-Apr-23,Multiple scratches on driveshaft.,1,CHAST3,CPA,"Propeller shaft, center",Kratzer,Multiple scratches on driveshaft.,1
RWD,Serie,6-Apr-23,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,1,TR2ST1,CPA,"Sidewall, right",Kratzer,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,1
RWD,Serie,27-Mar-23,Scratches on front right seat frame panel.,1,TR4ST8,CPA,"Seat frame, front seat, right",Kratzer,Scratches on front right seat frame panel.,1
RWD,Serie,27-Mar-23,Scratch on left side of radio trim.,1,PACST4,CPA,Radio,Kratzer,Scratch on left side of radio trim.,1
RWD,Serie,27-Mar-23,Scratches on passenger door entrance step.,1,TR4ST6,CPA,"Entrance, front door, right",Kratzer,Scratches on passenger door entrance step.,1
RWD,Serie,27-Mar-23,Front left instrument cluster scratched near housing glass.,1,PACST3,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,1
RWD,Serie,14-Mar-23,Front left instrument cluster scratched near housing glass.,1,PACST3,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,1
RWD,Serie,18-Apr-23,,3,TR2ST3,CPA,"Protective strip, wheel arch, front, right",Kratzer,,1
RWD,Serie,18-Apr-23,Multiple scratches on the passenger seat base.,3,TR3ST7,CPA,"Seat base, front seat, right",Kratzer,Multiple scratches on the passenger seat base.,1
RWD,Serie,5-Apr-23,Inside of fuel door scratched.,1,TR2ST1,CPA,Fuel filler flap,Kratzer,Inside of fuel door scratched.,1
RWD,Serie,5-Apr-23,Interior emergency window seal is scratched.,3,TR4ST3,CPA,"Emergency exit, side window",Kratzer,Interior emergency window seal is scratched.,1
RWD,Serie,25-Mar-23,Lower left front door hinge scratched.,1,TR4ST9,CPA,"Hinge, lower, front door, left",Kratzer,Lower left front door hinge scratched.,1
RWD,Serie,5-Apr-23,Scratch on radiator grille above emblem.,1,CHAST6,CPA,Radiator grille,Kratzer,Scratch on radiator grille above emblem.,1
RWD,Serie,5-Apr-23,Front inside left door panel scratched.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,1
RWD,Serie,24-Mar-23,Scratches on right cup holder by stowage flap.,1,PACST4,CPA,"Cup holder, front",Kratzer,Scratches on right cup holder by stowage flap.,1
RWD,Serie,24-Mar-23,Scratches on left B-pillar below protective strip.,1,TR4ST6,CPA,"B-pillar, left",Kratzer,Scratches on left B-pillar below protective strip.,1
RWD,Serie,13-Mar-23,Front right transition molding scratched.,3,CHAST8,CPA,"Cover, entrance, front door, right",Kratzer,Front right transition molding scratched.,1
RWD,Serie,13-Mar-23,Front inside left door panel scratched.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,1
RWD,Serie,13-Mar-23,Scratch on protective strip at front right wheel well arch.,3,TR2ST3,CPA,"Protective strip, wheel arch, front, right",Kratzer,Scratch on protective strip at front right wheel well arch.,1
RWD,Serie,13-Mar-23,Scratches on lower rear inside left door panel.,3,TR4ST8,CPA,"Door trim, rear-end door, left",Kratzer,Scratches on lower rear inside left door panel.,1
RWD,Serie,17-Apr-23,Front inside left door panel scratched.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,1
RWD,Serie,17-Apr-23,Lower left front door hinge scratched.,3,TR2ST1,CPA,"Hinge, lower, front door, left",Kratzer,Lower left front door hinge scratched.,1
RWD,Serie,4-Apr-23,Front left fender has multiple small scratches near headlight.,1,CHAST5,CPA,"Fender, front, left",Kratzer,Front left fender has multiple small scratches near headlight.,1
RWD,Serie,24-Mar-23,Rear of right-side sliding door scratched near middle door carriage.,3,SDPA,CPA,"Sliding door, right",Kratzer,Rear of right-side sliding door scratched near middle door carriage.,1
RWD,Serie,11-Mar-23,Inside of right front door scratched on PVC seam seal.,3,TR4ST9,CPA,"Front door, right, inside",Kratzer,Inside of right front door scratched on PVC seam seal.,1
RWD,Serie,15-Apr-23,Scratches on passenger door trim.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Scratches on passenger door trim.,1
RWD,Serie,15-Apr-23,Parking brake cover scratched.,1,TR3ST3,CPA,"Cover, handle, parking brake lever",Kratzer,Parking brake cover scratched.,1
RWD,Serie,4-Apr-23,Scratches on passenger door trim.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Scratches on passenger door trim.,1
RWD,Serie,4-Apr-23,Front left instrument cluster scratched near housing glass.,1,PACST3,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,1
RWD,Serie,19-May-23,Front inside left door panel scratched.,1,FDPA3,CPA,"Front door, left, inside",Kratzer,Front inside left door panel scratched.,1
RWD,Serie,19-May-23,Deep scratches on inner left sidewall panel.,3,OPTST1,CPA,"Panel, sidewall, left",Kratzer,Deep scratches on inner left sidewall panel.,1
RWD,Serie,8-May-23,Steering wheel cover is scratched on the right side.,1,CHAST5,CPA,"Cover, steering wheel",Kratzer,Steering wheel cover is scratched on the right side.,1
RWD,Serie,25-Apr-23,Front inside left door panel scratched.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,1
RWD,Serie,25-Apr-23,Scratch on right side of glove box.,3,PACST3,CPA,Glove compartment,Kratzer,Scratch on right side of glove box.,1
RWD,Serie,25-Apr-23,Inner fuel door scratched at the edge.,1,TR2ST1,CPA,Fuel filler flap,Kratzer,Inner fuel door scratched at the edge.,1
RWD,Serie,2-Jun-23,Scratches on sliding door under window.,3,TR4ST3,CPA,"Sliding door, right",Kratzer,Scratches on sliding door under window.,1
RWD,Serie,2-Jun-23,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,3,TR3ST2,CPA,"Sidewall, right",Kratzer,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,1
RWD,Serie,5-May-23,Left sidewall protective strip scratched.,3,TR4ST6,CPA,"Protective strip, sidewall, left",Kratzer,Left sidewall protective strip scratched.,1
RWD,Serie,5-May-23,Left front door scratched below door lock assembly.,3,FDPA1,CPA,"Front door, left",Kratzer,Left front door scratched below door lock assembly.,1
RWD,Serie,8-May-23,Front of left side mirror scratched.,1,FDPA1,CPA,"Outside mirror, left",Kratzer,Front of left side mirror scratched.,1
RWD,Serie,25-Apr-23,Inside right sliding door scratched below door handle.,3,SDPA,CPA,"Sliding door, right, inner",Kratzer,Inside right sliding door scratched below door handle.,1
RWD,Serie,2-Jun-23,Scratches on interior dome lamp control head unit.,1,TR3ST6,CPA,"Cover, dome lamp",Kratzer,Scratches on interior dome lamp control head unit.,1
RWD,Serie,2-Jun-23,Middle bottom portion of the steering wheel cover is scratched.,3,CHAST5,CPA,"Cover, steering wheel",Kratzer,Middle bottom portion of the steering wheel cover is scratched.,1
RWD,Serie,4-May-23,Front inside left door panel scratched.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,1
RWD,Serie,13-Jun-23,Interior roof bow is scratched by the motion sensor.,3,TR3ST6,CPA,"Roof bow, front",Kratzer,Interior roof bow is scratched by the motion sensor.,1
RWD,Serie,1-Jun-23,Multiple scratches on top left and center stowage compartment instrument panel.,1,PACST4,CPA,"Stowage compartment, left, instrument panel",Kratzer,Multiple scratches on top left and center stowage compartment instrument panel.,1
RWD,Serie,19-May-23,inside of sliding door is scratched,3,SDPA,CPA,"Sliding door, right, inner",Kratzer,inside of sliding door is scratched.,1
RWD,Serie,3-May-23,Scratch on left side of radio trim.,1,PACST4,CPA,Radio,Kratzer,Scratch on left side of radio trim.,1
RWD,Serie,13-Jun-23,Front inside right door panel scratched near coin holder.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside right door panel scratched near coin holder.,1
RWD,Serie,18-May-23,Bottom left A-pillar scratched in door jam.,3,TR4ST9,CPA,"Paint, A-pillar, left",Kratzer,Bottom left A-pillar scratched in door jam.,1
RWD,Serie,18-May-23,Bottom rear right door scratched at door lock cylinder guide.,1,TR1ST1,CPA,"Rear-end door, right, inside",Kratzer,Bottom rear right door scratched at door lock cylinder guide.,1
RWD,Serie,18-May-23,Front inside left door panel scratched.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,1
RWD,Serie,18-May-23,Scratch on air filter box.,1,SLAST5,CPA,"Holder, air filter",Kratzer,Scratch on air filter box.,1
RWD,Serie,3-May-23,Rear right rim scratched.,1,SLAST1,CPA,"Disk wheel, steel, rear, right",Kratzer,Rear right rim scratched.,1
RWD,Serie,12-Jun-23,Right side front seat trim is scratched on the right side.,1,TR4ST8,CPA,"Front seat, right",Kratzer,Right side front seat trim is scratched on the right side.,1
RWD,Serie,31-May-23,Scratched interior right sidewall below the servo plate.,1,TR2ST2,CPA,"Sidewall, right, inner",Kratzer,Scratched interior right sidewall below the servo plate.,1
RWD,Serie,31-May-23,Multiple scratches on bench seat guide rail covers.,3,OPTST1,CPA,Seat fastening rail,Kratzer,Multiple scratches on bench seat guide rail covers.,1
RWD,Serie,17-May-23,Scratch on right outside mirror housing.,3,FDPA1,CPA,"Housing, outside mirror, right",Kratzer,Scratch on right outside mirror housing.,1
RWD,Serie,3-May-23,Bottom of inside left rear door scratched near lower door lock screws.,3,TR1ST6,CPA,"Rear-end door, left, inside",Kratzer,Bottom of inside left rear door scratched near lower door lock screws.,1
RWD,Serie,10-Jun-23,Right rear wheel scratched.,1,SLAST1,CPA,"Rear wheel, right",Kratzer,Right rear wheel scratched.,1
RWD,Serie,10-Jun-23,Left front door scratched below window seals,5,TR4ST9,CPA,"Front door, left",Kratzer,Left front door scratched below window seals,1
RWD,Serie,30-May-23,Scratch on right outside mirror housing.,1,FDPA1,CPA,"Housing, outside mirror, right",Kratzer,Scratch on right outside mirror housing.,1
RWD,Serie,30-May-23,Scratches on the left and right door near door handle(s).,3,FDPA2,CPA,"Front door, left",Kratzer,Scratches on the left and right door near door handle(s).,1
RWD,Serie,30-May-23,Scratches on front left side mirror housing.,1,FDPA1,CPA,"Housing, outside mirror, left",Kratzer,Scratches on front left side mirror housing.,1
RWD,Serie,16-May-23,Scratch on left side of radio trim.,1,PACST4,CPA,Radio,Kratzer,Scratch on left side of radio trim.,1
RWD,Serie,16-May-23,Scratches on rear of right side sliding door by main door lock assembly.,1,SDPA,CPA,"Sliding door, right",Kratzer,Scratches on rear of right side sliding door by main door lock assembly.,1
RWD,Serie,10-Jun-23,Scratches on the interior left sidewall.,1,TR3ST4,CPA,"Sidewall, left, inner",Kratzer,Scratches on the interior left sidewall.,1
RWD,Serie,10-Jun-23,Center of instrument panel scratched.,1,PACST3,CPA,Instrument panel,Kratzer,Center of instrument panel scratched.,1
RWD,Serie,26-May-23,Scratches on passenger door mirror cover.,3,FDPA1,CPA,"Housing, outside mirror, right",Kratzer,Scratches on passenger door mirror cover.,1
RWD,Serie,2-May-23,Scratches on rear on bench seat.,1,OPTST1,CPA,Passenger bench seat,Kratzer,Scratches on rear on bench seat.,1
RWD,Serie,9-Jun-23,Small scratch on right side of instrument panel below storage compartment.,1,PACST3,CPA,Instrument panel,Kratzer,Small scratch on right side of instrument panel below storage compartment.,1
RWD,Serie,9-Jun-23,Bottom of inside left rear door scratched near lower door lock screws.,1,TR4ST8,CPA,"Rear-end door, left, inside",Kratzer,Bottom of inside left rear door scratched near lower door lock screws.,1
RWD,Serie,13-May-23,Front right B-pillar scratched near striker.,1,TR2ST2,CPA,"B-pillar, right",Kratzer,Front right B-pillar scratched near striker.,1
RWD,Serie,13-May-23,Front inside left door panel scratched.,3,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,1
RWD,Serie,13-May-23,Cockpit overhead console scratched.,1,TR3ST6,CPA,"Interior lamp/overhead control panel, front",Kratzer,Cockpit overhead console scratched.,1
RWD,Serie,1-May-23,Back trim for right side seat of second row passenger bench seat scratched.,3,OPTST1,CPA,Passenger bench seat,Kratzer,Back trim for right side seat of second row passenger bench seat scratched.,1
RWD,Serie,25-May-23,Inner frame of rear right door scratched above door lock.,3,TR1ST6,CPA,"Front door, right, inside",Kratzer,Inner frame of rear right door scratched above door lock.,1
RWD,Serie,25-May-23,Scratch on left rear bumper end piece.,3,TR4ST6,CPA,Bumper end piece,Kratzer,Scratch on left rear bumper end piece.,1
RWD,Serie,25-May-23,Bottom rear inside right sidewall scratched.,1,TR1ST3,CPA,"Sidewall, right, inner",Kratzer,Bottom rear inside right sidewall scratched.,1
RWD,Serie,25-May-23,Front left instrument cluster scratched near housing glass.,1,PACST2,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,1
RWD,Serie,29-Apr-23,Left sidewall protective strip scratched.,1,TR4ST6,CPA,"Protective strip, sidewall, left",Kratzer,Left sidewall protective strip scratched.,1
RWD,Serie,29-Apr-23,Lower inside right B-pillar trim scratched.,1,TR4ST7,CPA,"Trim, B-pillar right",Kratzer,Lower inside right B-pillar trim scratched.,1
