MODEL,CONSTRUCTION_LEVEL,DATE END,REMARKS,NQ,COST CENTER,PNR,TYPE_AUDIT_DESC,PART_DESC,SFARTNR,TURN,Cluster,REMARKS_Column1_Similarity
RWD,Serie,21-Apr-23,Front left B-pillar scratched near fuel door.,3,TR4ST9,93715837,CPA,"B-pillar, left",10,B,Front left B-pillar scratched near fuel door.,1
RWD,Serie,21-Apr-23,Scratch on D-pillar at hole for T86 grab handle.,1,RWKST1,93715837,CPA,D-pillar,10,B,Scratch on D-pillar at hole for T86 grab handle.,1
RWD,Serie,30-Mar-23,Left sidewall protective strip scratched.,1,TR4ST6,93690717,CPA,"Protective strip, sidewall, left",10,C,Left sidewall protective strip scratched.,1
RWD,Serie,20-Mar-23,Multiple scratches on interior dome lamp.,3,TR3ST6,93683456,CPA,"Cover, dome lamp",10,B,Multiple scratches on interior dome lamp.,1
RWD,Serie,20-Mar-23,Scratches on the left front cup holder.,1,PACST3,93677979,CPA,"Cup holder, front",10,C,Scratches on the left front cup holder.,1
RWD,Serie,17-Mar-23,Minor scratch on instrument panel in the center.,1,PACST4,93677573,CPA,Instrument panel,10,C,Minor scratch on instrument panel in the center.,1
RWD,Serie,20-Apr-23,Front inside left door panel scratched.,1,FDPA3,93705911,CPA,"Door trim, front door, left",10,C,Front inside left door panel scratched.,1
RWD,Serie,10-Apr-23,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,1,TR2ST1,93707107,CPA,"Sidewall, right",10,C,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,1
RWD,Serie,17-Mar-23,Parking brake cover scratched.,1,TR3ST3,93677573,CPA,"Cover, handle, parking brake lever",10,C,Parking brake cover scratched.,1
RWD,Serie,17-Mar-23,Front inside left door panel scratched.,3,FDPA3,93677573,CPA,"Door trim, front door, left",10,C,Front inside left door panel scratched.,1
RWD,Serie,17-Mar-23,Scratch on left rear bumper end piece.,1,TR4ST6,93677573,CPA,Bumper end piece,10,C,Scratch on left rear bumper end piece.,1
RWD,Serie,11-Apr-23,Cockpit overhead console scratched.,1,TR3ST6,93701720,CPA,"Interior lamp/overhead control panel, front",10,C,Cockpit overhead console scratched.,1
RWD,Serie,11-Apr-23,Scratch on radiator grille above emblem.,1,CHAST6,93701720,CPA,Radiator grille,10,C,Scratch on radiator grille above emblem.,1
RWD,Serie,11-Apr-23,Front left instrument cluster scratched near housing glass.,1,PACST3,93701720,CPA,Instrument cluster,10,C,Front left instrument cluster scratched near housing glass.,1
RWD,Serie,16-Mar-23,Rear right interior wheel well scratched at the bottom.,1,TR1ST3,93676997,CPA,"Wheel well, rear, inner, right",10,C,Rear right interior wheel well scratched at the bottom.,1
RWD,Serie,15-Mar-23,Scratches on rear of right side sliding door by main door lock assembly.,3,SDPA,93673325,CPA,"Sliding door, right",10,,Scratches on rear of right side sliding door by main door lock assembly.,1
RWD,Serie,19-Apr-23,Center of dash scratched in front of storage tray.,3,PACST2,93719672,CPA,Instrument panel,10,A,Center of dash scratched in front of storage tray.,1
RWD,Serie,19-Apr-23,Multiple scratches on the passenger seat base.,1,TR4ST8,93715597,CPA,"Seat base, front seat, right",10,,Multiple scratches on the passenger seat base.,1
RWD,Serie,10-Apr-23,Scratch on sliding door entrance step.,1,TR2ST6,93697878,CPA,"Cover, entrance, sliding door, right",10,C,Scratch on sliding door entrance step.,1
RWD,Serie,28-Mar-23,Interior high roof is scratched between the motion sensor and the D64 partition wall.,3,OPTST1,93693489,CPA,High roof,10,C,Interior high roof is scratched between the motion sensor and the D64 partition wall.,1
RWD,Serie,27-Mar-23,Lower sliding door carriage scratched.,1,TR3ST2,93689917,CPA,"Carriage, lower, sliding door, right",10,A,Lower sliding door carriage scratched.,1
RWD,Serie,15-Mar-23,Front left instrument cluster scratched near housing glass.,1,PACST3,93674687,CPA,Instrument cluster,10,C,Front left instrument cluster scratched near housing glass.,1
RWD,Serie,15-Mar-23,Protective strip on front left door scratched.,1,FDPA2,93673077,CPA,"Protective strip, front door, left",10,A,Protective strip on front left door scratched.,1
RWD,Serie,19-Apr-23,Grab handle at right side sliding door scratched.,3,TR4ST7,93721371,CPA,"Grab handle, entrance, sliding door, right",10,A,Grab handle at right side sliding door scratched.,1
RWD,Serie,6-Apr-23,Multiple scratches on driveshaft.,1,CHAST3,93700508,CPA,"Propeller shaft, center",10,A,Multiple scratches on driveshaft.,1
RWD,Serie,6-Apr-23,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,1,TR2ST1,93701001,CPA,"Sidewall, right",10,A,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,1
RWD,Serie,27-Mar-23,Scratches on front right seat frame panel.,1,TR4ST8,93690329,CPA,"Seat frame, front seat, right",10,,Scratches on front right seat frame panel.,1
RWD,Serie,27-Mar-23,Scratch on left side of radio trim.,1,PACST4,93690402,CPA,Radio,10,C,Scratch on left side of radio trim.,1
RWD,Serie,27-Mar-23,Scratches on passenger door entrance step.,1,TR4ST6,93690402,CPA,"Entrance, front door, right",10,C,Scratches on passenger door entrance step.,1
RWD,Serie,27-Mar-23,Front left instrument cluster scratched near housing glass.,1,PACST3,93690402,CPA,Instrument cluster,10,C,Front left instrument cluster scratched near housing glass.,1
RWD,Serie,14-Mar-23,Front left instrument cluster scratched near housing glass.,1,PACST3,93673291,CPA,Instrument cluster,10,C,Front left instrument cluster scratched near housing glass.,1
RWD,Serie,18-Apr-23,,3,TR2ST3,93714244,CPA,"Protective strip, wheel arch, front, right",10,C,,1
RWD,Serie,18-Apr-23,Multiple scratches on the passenger seat base.,3,TR3ST7,93708675,CPA,"Seat base, front seat, right",10,,Multiple scratches on the passenger seat base.,1
RWD,Serie,5-Apr-23,Inside of fuel door scratched.,1,TR2ST1,93704278,CPA,Fuel filler flap,10,A,Inside of fuel door scratched.,1
RWD,Serie,5-Apr-23,Interior emergency window seal is scratched.,3,TR4ST3,93675676,CPA,"Emergency exit, side window",10,B,Interior emergency window seal is scratched.,1
RWD,Serie,25-Mar-23,Lower left front door hinge scratched.,1,TR4ST9,93688919,CPA,"Hinge, lower, front door, left",10,C,Lower left front door hinge scratched.,1
RWD,Serie,5-Apr-23,Scratch on radiator grille above emblem.,1,CHAST6,93675676,CPA,Radiator grille,10,B,Scratch on radiator grille above emblem.,1
RWD,Serie,5-Apr-23,Front inside left door panel scratched.,1,FDPA3,93699585,CPA,"Door trim, front door, left",10,,Front inside left door panel scratched.,1
RWD,Serie,24-Mar-23,Scratches on right cup holder by stowage flap.,1,PACST4,93673812,CPA,"Cup holder, front",10,C,Scratches on right cup holder by stowage flap.,1
RWD,Serie,24-Mar-23,Scratches on left B-pillar below protective strip.,1,TR4ST6,93673812,CPA,"B-pillar, left",10,C,Scratches on left B-pillar below protective strip.,1
RWD,Serie,13-Mar-23,Front right transition molding scratched.,3,CHAST8,93668069,CPA,"Cover, entrance, front door, right",10,C,Front right transition molding scratched.,1
RWD,Serie,13-Mar-23,Front inside left door panel scratched.,1,FDPA3,93668069,CPA,"Door trim, front door, left",10,C,Front inside left door panel scratched.,1
RWD,Serie,13-Mar-23,Scratch on protective strip at front right wheel well arch.,3,TR2ST3,93669554,CPA,"Protective strip, wheel arch, front, right",10,B,Scratch on protective strip at front right wheel well arch.,1
RWD,Serie,13-Mar-23,Scratches on lower rear inside left door panel.,3,TR4ST8,93669554,CPA,"Door trim, rear-end door, left",10,B,Scratches on lower rear inside left door panel.,1
RWD,Serie,17-Apr-23,Front inside left door panel scratched.,1,FDPA3,93715043,CPA,"Door trim, front door, left",10,C,Front inside left door panel scratched.,1
RWD,Serie,17-Apr-23,Lower left front door hinge scratched.,3,TR2ST1,93712701,CPA,"Hinge, lower, front door, left",10,C,Lower left front door hinge scratched.,1
RWD,Serie,4-Apr-23,Front left fender has multiple small scratches near headlight.,1,CHAST5,93699676,CPA,"Fender, front, left",10,C,Front left fender has multiple small scratches near headlight.,1
RWD,Serie,24-Mar-23,Rear of right-side sliding door scratched near middle door carriage.,3,SDPA,93680635,CPA,"Sliding door, right",10,,Rear of right-side sliding door scratched near middle door carriage.,1
RWD,Serie,11-Mar-23,Inside of right front door scratched on PVC seam seal.,3,TR4ST9,93668549,CPA,"Front door, right, inside",10,B,Inside of right front door scratched on PVC seam seal.,1
RWD,Serie,15-Apr-23,Scratches on passenger door trim.,1,FDPA3,93711661,CPA,"Door trim, front door, right",10,C,Scratches on passenger door trim.,1
RWD,Serie,15-Apr-23,Parking brake cover scratched.,1,TR3ST3,93710648,CPA,"Cover, handle, parking brake lever",10,B,Parking brake cover scratched.,1
RWD,Serie,4-Apr-23,Scratches on passenger door trim.,1,FDPA3,93702223,CPA,"Door trim, front door, right",10,C,Scratches on passenger door trim.,1
RWD,Serie,4-Apr-23,Front left instrument cluster scratched near housing glass.,1,PACST3,93702223,CPA,Instrument cluster,10,C,Front left instrument cluster scratched near housing glass.,1
RWD,Serie,19-May-23,Front inside left door panel scratched.,1,FDPA3,93750644,CPA,"Front door, left, inside",10,A,Front inside left door panel scratched.,1
RWD,Serie,19-May-23,Deep scratches on inner left sidewall panel.,3,OPTST1,93750644,CPA,"Panel, sidewall, left",10,A,Deep scratches on inner left sidewall panel.,1
RWD,Serie,8-May-23,Steering wheel cover is scratched on the right side.,1,CHAST5,93741726,CPA,"Cover, steering wheel",10,,Steering wheel cover is scratched on the right side.,1
RWD,Serie,25-Apr-23,Front inside left door panel scratched.,1,FDPA3,93727105,CPA,"Door trim, front door, left",10,B,Front inside left door panel scratched.,1
RWD,Serie,25-Apr-23,Scratch on right side of glove box.,3,PACST3,93727105,CPA,Glove compartment,10,B,Scratch on right side of glove box.,1
RWD,Serie,25-Apr-23,Inner fuel door scratched at the edge.,1,TR2ST1,93727105,CPA,Fuel filler flap,10,B,Inner fuel door scratched at the edge.,1
RWD,Serie,2-Jun-23,Scratches on sliding door under window.,3,TR4ST3,93760692,CPA,"Sliding door, right",10,,Scratches on sliding door under window.,1
RWD,Serie,2-Jun-23,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,3,TR3ST2,93757748,CPA,"Sidewall, right",10,C,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,1
RWD,Serie,5-May-23,Left sidewall protective strip scratched.,3,TR4ST6,93733616,CPA,"Protective strip, sidewall, left",10,,Left sidewall protective strip scratched.,1
RWD,Serie,5-May-23,Left front door scratched below door lock assembly.,3,FDPA1,93733616,CPA,"Front door, left",10,,Left front door scratched below door lock assembly.,1
RWD,Serie,8-May-23,Front of left side mirror scratched.,1,FDPA1,93735066,CPA,"Outside mirror, left",10,,Front of left side mirror scratched.,1
RWD,Serie,25-Apr-23,Inside right sliding door scratched below door handle.,3,SDPA,93722890,CPA,"Sliding door, right, inner",10,A,Inside right sliding door scratched below door handle.,1
RWD,Serie,2-Jun-23,Scratches on interior dome lamp control head unit.,1,TR3ST6,93759967,CPA,"Cover, dome lamp",10,,Scratches on interior dome lamp control head unit.,1
RWD,Serie,2-Jun-23,Middle bottom portion of the steering wheel cover is scratched.,3,CHAST5,93759967,CPA,"Cover, steering wheel",10,,Middle bottom portion of the steering wheel cover is scratched.,1
RWD,Serie,4-May-23,Front inside left door panel scratched.,1,FDPA3,93731693,CPA,"Door trim, front door, left",10,A,Front inside left door panel scratched.,1
RWD,Serie,13-Jun-23,Interior roof bow is scratched by the motion sensor.,3,TR3ST6,93779635,CPA,"Roof bow, front",10,A,Interior roof bow is scratched by the motion sensor.,1
RWD,Serie,1-Jun-23,Multiple scratches on top left and center stowage compartment instrument panel.,1,PACST4,93770055,CPA,"Stowage compartment, left, instrument panel",10,C,Multiple scratches on top left and center stowage compartment instrument panel.,1
RWD,Serie,19-May-23,inside of sliding door is scratched,3,SDPA,93749059,CPA,"Sliding door, right, inner",10,B,inside of sliding door is scratched.,1
RWD,Serie,3-May-23,Scratch on left side of radio trim.,1,PACST4,93727824,CPA,Radio,10,A,Scratch on left side of radio trim.,1
RWD,Serie,13-Jun-23,Front inside right door panel scratched near coin holder.,1,FDPA3,93796639,CPA,"Door trim, front door, right",10,,Front inside right door panel scratched near coin holder.,1
RWD,Serie,18-May-23,Bottom left A-pillar scratched in door jam.,3,TR4ST9,93751865,CPA,"Paint, A-pillar, left",10,B,Bottom left A-pillar scratched in door jam.,1
RWD,Serie,18-May-23,Bottom rear right door scratched at door lock cylinder guide.,1,TR1ST1,93751865,CPA,"Rear-end door, right, inside",10,B,Bottom rear right door scratched at door lock cylinder guide.,1
RWD,Serie,18-May-23,Front inside left door panel scratched.,1,FDPA3,93751865,CPA,"Door trim, front door, left",10,B,Front inside left door panel scratched.,1
RWD,Serie,18-May-23,Scratch on air filter box.,1,SLAST5,93755155,CPA,"Holder, air filter",10,,Scratch on air filter box.,1
RWD,Serie,3-May-23,Rear right rim scratched.,1,SLAST1,93725968,CPA,"Disk wheel, steel, rear, right",10,A,Rear right rim scratched.,1
RWD,Serie,12-Jun-23,Right side front seat trim is scratched on the right side.,1,TR4ST8,93777530,CPA,"Front seat, right",10,A,Right side front seat trim is scratched on the right side.,1
RWD,Serie,31-May-23,Scratched interior right sidewall below the servo plate.,1,TR2ST2,93772648,CPA,"Sidewall, right, inner",10,B,Scratched interior right sidewall below the servo plate.,1
RWD,Serie,31-May-23,Multiple scratches on bench seat guide rail covers.,3,OPTST1,93752228,CPA,Seat fastening rail,10,A,Multiple scratches on bench seat guide rail covers.,1
RWD,Serie,17-May-23,Scratch on right outside mirror housing.,3,FDPA1,93745974,CPA,"Housing, outside mirror, right",10,B,Scratch on right outside mirror housing.,1
RWD,Serie,3-May-23,Bottom of inside left rear door scratched near lower door lock screws.,3,TR1ST6,93732329,CPA,"Rear-end door, left, inside",10,A,Bottom of inside left rear door scratched near lower door lock screws.,1
RWD,Serie,10-Jun-23,Right rear wheel scratched.,1,SLAST1,93775344,CPA,"Rear wheel, right",10,A,Right rear wheel scratched.,1
RWD,Serie,10-Jun-23,Left front door scratched below window seals,5,TR4ST9,93775344,CPA,"Front door, left",10,A,Left front door scratched below window seals,1
RWD,Serie,30-May-23,Scratch on right outside mirror housing.,1,FDPA1,93770089,CPA,"Housing, outside mirror, right",10,A,Scratch on right outside mirror housing.,1
RWD,Serie,30-May-23,Scratches on the left and right door near door handle(s).,3,FDPA2,93751949,CPA,"Front door, left",10,A,Scratches on the left and right door near door handle(s).,1
RWD,Serie,30-May-23,Scratches on front left side mirror housing.,1,FDPA1,93751949,CPA,"Housing, outside mirror, left",10,A,Scratches on front left side mirror housing.,1
RWD,Serie,16-May-23,Scratch on left side of radio trim.,1,PACST4,93755791,CPA,Radio,10,C,Scratch on left side of radio trim.,1
RWD,Serie,16-May-23,Scratches on rear of right side sliding door by main door lock assembly.,1,SDPA,93755791,CPA,"Sliding door, right",10,C,Scratches on rear of right side sliding door by main door lock assembly.,1
RWD,Serie,10-Jun-23,Scratches on the interior left sidewall.,1,TR3ST4,93770337,CPA,"Sidewall, left, inner",10,A,Scratches on the interior left sidewall.,1
RWD,Serie,10-Jun-23,Center of instrument panel scratched.,1,PACST3,93770337,CPA,Instrument panel,10,A,Center of instrument panel scratched.,1
RWD,Serie,26-May-23,Scratches on passenger door mirror cover.,3,FDPA1,93752004,CPA,"Housing, outside mirror, right",10,,Scratches on passenger door mirror cover.,1
RWD,Serie,2-May-23,Scratches on rear on bench seat.,1,OPTST1,93693810,CPA,Passenger bench seat,10,,Scratches on rear on bench seat.,1
RWD,Serie,9-Jun-23,Small scratch on right side of instrument panel below storage compartment.,1,PACST3,93775146,CPA,Instrument panel,10,B,Small scratch on right side of instrument panel below storage compartment.,1
RWD,Serie,9-Jun-23,Bottom of inside left rear door scratched near lower door lock screws.,1,TR4ST8,93775146,CPA,"Rear-end door, left, inside",10,B,Bottom of inside left rear door scratched near lower door lock screws.,1
RWD,Serie,13-May-23,Front right B-pillar scratched near striker.,1,TR2ST2,93742575,CPA,"B-pillar, right",10,B,Front right B-pillar scratched near striker.,1
